Modelo,Pooling,AGG,LAYER,out_vec_size,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg
deberta-base,SUM-NS_SUMALL,SUM-NS,SUMALL,torch.Size([768]),81.29,85.19,93.33,87.94,90.33,90.0,66.49,84.93857142857142
deberta-base,MAX-NS_SUMALL,MAX-NS,SUMALL,torch.Size([768]),78.42,64.37,91.34,89.09,87.37,91.2,65.8,81.08428571428571
deberta-base,CLS+AVG_SUMALL,CLS+AVG,SUMALL,torch.Size([1536]),86.05,88.34,95.61,89.94,91.6,95.4,68.75,87.95571428571428
deberta-base,CLS+SUM_SUMALL,CLS+SUM,SUMALL,torch.Size([1536]),81.63,85.22,93.94,88.09,89.68,92.2,67.13,85.41285714285713
deberta-base,CLS+MAX_SUMALL,CLS+MAX,SUMALL,torch.Size([1536]),78.96,66.36,91.37,89.26,87.53,92.4,64.58,81.49428571428572
deberta-base,CLS+AVG-NS_SUMALL,CLS+AVG-NS,SUMALL,torch.Size([1536]),85.83,88.79,95.54,90.58,91.6,95.6,68.29,88.03285714285714
deberta-base,CLS+SUM-NS_SUMALL,CLS+SUM-NS,SUMALL,torch.Size([1536]),82.24,85.25,93.87,88.62,89.57,92.4,67.3,85.60714285714286
deberta-base,CLS+MAX-NS_SUMALL,CLS+MAX-NS,SUMALL,torch.Size([1536]),78.4,66.36,91.45,89.4,88.03,92.6,64.58,81.5457142857143
deberta-base,DY3_SUMALL,DY3,SUMALL,torch.Size([2304]),85.74,88.77,95.44,89.66,89.84,80.0,64.99,84.92
deberta-base,DY3-NS_SUMALL,DY3-NS,SUMALL,torch.Size([2304]),85.67,88.61,95.23,68.77,89.73,92.8,68.29,84.15714285714284
deberta-base,DY5_SUMALL,DY5,SUMALL,torch.Size([3840]),85.36,87.95,95.44,68.77,89.07,78.0,63.71,81.18571428571428
deberta-base,DY5-NS_SUMALL,DY5-NS,SUMALL,torch.Size([3840]),84.43,87.42,95.01,68.77,50.08,92.0,68.17,77.98285714285714
deberta-base,CLS_AVGALL,CLS,AVGALL,torch.Size([768]),66.97,63.76,73.42,68.77,78.97,41.6,66.49,65.71142857142857
deberta-base,AVG_AVGALL,AVG,AVGALL,torch.Size([768]),83.88,83.87,93.5,90.44,90.88,92.2,73.91,86.9542857142857
deberta-base,SUM_AVGALL,SUM,AVGALL,torch.Size([768]),84.78,87.13,94.79,90.58,91.49,94.8,67.25,87.25999999999999
deberta-base,MAX_AVGALL,MAX,AVGALL,torch.Size([768]),79.63,67.23,91.44,89.01,87.75,82.8,72.7,81.50857142857144
deberta-base,AVG-NS_AVGALL,AVG-NS,AVGALL,torch.Size([768]),84.22,84.32,93.42,90.74,90.99,91.6,75.13,87.20285714285714
deberta-base,SUM-NS_AVGALL,SUM-NS,AVGALL,torch.Size([768]),85.09,86.86,94.94,90.82,91.54,94.6,68.41,87.46571428571428
deberta-base,MAX-NS_AVGALL,MAX-NS,AVGALL,torch.Size([768]),79.61,67.26,91.27,89.66,87.81,82.8,72.7,81.58714285714287
deberta-base,CLS+AVG_AVGALL,CLS+AVG,AVGALL,torch.Size([1536]),84.21,84.77,93.65,89.77,90.99,91.2,75.01,87.08571428571429
deberta-base,CLS+SUM_AVGALL,CLS+SUM,AVGALL,torch.Size([1536]),85.77,87.89,95.68,89.99,90.72,95.6,68.99,87.8057142857143
deberta-base,CLS+MAX_AVGALL,CLS+MAX,AVGALL,torch.Size([1536]),79.44,70.81,91.63,88.98,88.08,88.2,73.1,82.89142857142858
deberta-base,CLS+AVG-NS_AVGALL,CLS+AVG-NS,AVGALL,torch.Size([1536]),84.36,84.21,93.68,90.09,91.05,91.6,74.96,87.13571428571429
deberta-base,CLS+SUM-NS_AVGALL,CLS+SUM-NS,AVGALL,torch.Size([1536]),85.5,86.7,95.69,90.61,90.88,95.6,72.46,88.2057142857143
deberta-base,CLS+MAX-NS_AVGALL,CLS+MAX-NS,AVGALL,torch.Size([1536]),79.4,70.83,91.63,89.75,88.08,88.2,73.86,83.10714285714286
deberta-base,DY3_AVGALL,DY3,AVGALL,torch.Size([2304]),84.34,87.34,94.12,89.97,89.68,83.0,67.71,85.1657142857143
deberta-base,DY3-NS_AVGALL,DY3-NS,AVGALL,torch.Size([2304]),83.89,86.78,93.88,68.77,90.33,91.0,66.96,83.08714285714287
deberta-base,DY5_AVGALL,DY5,AVGALL,torch.Size([3840]),84.53,87.1,95.2,68.77,90.28,87.6,65.45,82.70428571428572
deberta-base,DY5-NS_AVGALL,DY5-NS,AVGALL,torch.Size([3840]),84.78,87.76,95.06,68.77,50.08,93.4,68.99,78.4057142857143
deberta-base,CLS+AVG+AVG-NS_LYR-7,CLS+AVG+AVG-NS,LYR-7,torch.Size([2304]),84.21,87.44,94.9,90.62,91.43,95.0,76.46,88.58
deberta-base,CLS+AVG+SUM-NS_LYR-7,CLS+AVG+SUM-NS,LYR-7,torch.Size([2304]),84.35,89.99,95.27,90.55,90.99,95.6,67.54,87.75571428571428
deberta-base,CLS+AVG+MAX-NS_LYR-7,CLS+AVG+MAX-NS,LYR-7,torch.Size([2304]),83.83,85.16,94.39,90.46,90.94,94.0,73.97,87.53571428571429
deberta-base,CLS+SUM+AVG-NS_LYR-7,CLS+SUM+AVG-NS,LYR-7,torch.Size([2304]),84.72,88.21,94.97,90.6,90.61,95.0,71.13,87.89142857142858
deberta-base,CLS+SUM+SUM-NS_LYR-7,CLS+SUM+SUM-NS,LYR-7,torch.Size([2304]),83.86,88.42,94.28,90.32,90.44,95.4,70.14,87.55142857142857
deberta-base,CLS+SUM+MAX-NS_LYR-7,CLS+SUM+MAX-NS,LYR-7,torch.Size([2304]),84.34,88.63,94.64,90.82,90.61,95.4,70.67,87.87285714285714
deberta-base,CLS+MAX+AVG-NS_LYR-7,CLS+MAX+AVG-NS,LYR-7,torch.Size([2304]),83.87,85.14,94.39,90.38,90.77,94.2,73.57,87.4742857142857
deberta-base,CLS+MAX+SUM-NS_LYR-7,CLS+MAX+SUM-NS,LYR-7,torch.Size([2304]),84.34,89.19,94.93,90.48,90.99,95.4,70.38,87.95857142857143
deberta-base,CLS+MAX+MAX-NS_LYR-7,CLS+MAX+MAX-NS,LYR-7,torch.Size([2304]),80.44,80.0,91.79,88.95,87.2,93.6,74.32,85.18571428571428
deberta-base,CLS+AVG+AVG-NS_LYR-8,CLS+AVG+AVG-NS,LYR-8,torch.Size([2304]),85.74,88.95,95.07,90.19,92.04,95.2,76.41,89.08571428571429
deberta-base,CLS+AVG+SUM-NS_LYR-8,CLS+AVG+SUM-NS,LYR-8,torch.Size([2304]),85.49,89.96,94.74,89.91,91.82,96.2,71.54,88.52285714285713
deberta-base,CLS+AVG+MAX-NS_LYR-8,CLS+AVG+MAX-NS,LYR-8,torch.Size([2304]),85.54,87.97,94.1,90.12,91.54,93.8,73.51,88.08285714285715
deberta-base,CLS+SUM+AVG-NS_LYR-8,CLS+SUM+AVG-NS,LYR-8,torch.Size([2304]),85.87,89.88,95.18,90.32,91.16,96.2,71.65,88.60857142857142
deberta-base,CLS+SUM+SUM-NS_LYR-8,CLS+SUM+SUM-NS,LYR-8,torch.Size([2304]),85.16,90.01,95.19,89.64,90.44,96.4,70.96,88.25714285714287
deberta-base,CLS+SUM+MAX-NS_LYR-8,CLS+SUM+MAX-NS,LYR-8,torch.Size([2304]),85.14,89.69,95.09,90.12,90.88,95.4,72.52,88.40571428571427
deberta-base,CLS+MAX+AVG-NS_LYR-8,CLS+MAX+AVG-NS,LYR-8,torch.Size([2304]),85.08,86.97,94.26,90.27,91.76,94.8,73.45,88.08428571428571
deberta-base,CLS+MAX+SUM-NS_LYR-8,CLS+MAX+SUM-NS,LYR-8,torch.Size([2304]),85.68,89.88,95.07,89.94,90.61,95.6,71.77,88.36428571428571
deberta-base,CLS+MAX+MAX-NS_LYR-8,CLS+MAX+MAX-NS,LYR-8,torch.Size([2304]),82.59,78.68,92.52,89.35,89.51,93.4,73.91,85.70857142857142
deberta-base,CLS+AVG+AVG-NS_LYR-9,CLS+AVG+AVG-NS,LYR-9,torch.Size([2304]),86.55,89.56,94.84,90.27,91.82,94.6,76.99,89.23285714285714
deberta-base,CLS+AVG+SUM-NS_LYR-9,CLS+AVG+SUM-NS,LYR-9,torch.Size([2304]),86.49,90.49,95.11,89.93,91.71,96.0,69.39,88.44571428571429
deberta-base,CLS+AVG+MAX-NS_LYR-9,CLS+AVG+MAX-NS,LYR-9,torch.Size([2304]),85.92,88.8,93.87,90.14,91.76,94.4,74.67,88.50857142857141
deberta-base,CLS+SUM+AVG-NS_LYR-9,CLS+SUM+AVG-NS,LYR-9,torch.Size([2304]),87.13,90.86,95.27,89.82,91.43,96.4,71.25,88.88
deberta-base,CLS+SUM+SUM-NS_LYR-9,CLS+SUM+SUM-NS,LYR-9,torch.Size([2304]),86.23,89.96,95.15,89.81,91.6,96.2,72.58,88.79
deberta-base,CLS+SUM+MAX-NS_LYR-9,CLS+SUM+MAX-NS,LYR-9,torch.Size([2304]),86.82,90.36,95.33,90.0,91.54,95.6,72.23,88.84
deberta-base,CLS+MAX+AVG-NS_LYR-9,CLS+MAX+AVG-NS,LYR-9,torch.Size([2304]),85.99,89.16,93.98,90.01,91.93,93.8,74.14,88.42999999999999
deberta-base,CLS+MAX+SUM-NS_LYR-9,CLS+MAX+SUM-NS,LYR-9,torch.Size([2304]),86.48,89.99,95.34,89.77,91.6,95.6,68.93,88.24428571428572
deberta-base,CLS+MAX+MAX-NS_LYR-9,CLS+MAX+MAX-NS,LYR-9,torch.Size([2304]),83.87,81.35,92.58,89.44,89.29,92.0,74.43,86.13714285714286
deberta-base,CLS+AVG+AVG-NS_LYR-10,CLS+AVG+AVG-NS,LYR-10,torch.Size([2304]),86.94,90.09,94.75,89.92,92.7,93.4,76.17,89.13857142857141
deberta-base,CLS+AVG+SUM-NS_LYR-10,CLS+AVG+SUM-NS,LYR-10,torch.Size([2304]),87.19,90.78,94.98,90.0,92.53,96.2,71.77,89.06428571428572
deberta-base,CLS+AVG+MAX-NS_LYR-10,CLS+AVG+MAX-NS,LYR-10,torch.Size([2304]),87.08,90.07,94.37,90.08,93.08,93.8,74.32,88.97142857142856
deberta-base,CLS+SUM+AVG-NS_LYR-10,CLS+SUM+AVG-NS,LYR-10,torch.Size([2304]),87.2,90.92,94.88,89.71,92.53,95.8,70.32,88.76571428571427
deberta-base,CLS+SUM+SUM-NS_LYR-10,CLS+SUM+SUM-NS,LYR-10,torch.Size([2304]),87.36,91.15,94.95,89.7,91.98,95.8,68.58,88.50285714285714
deberta-base,CLS+SUM+MAX-NS_LYR-10,CLS+SUM+MAX-NS,LYR-10,torch.Size([2304]),87.17,90.92,94.85,90.06,92.48,96.0,70.43,88.84428571428573
deberta-base,CLS+MAX+AVG-NS_LYR-10,CLS+MAX+AVG-NS,LYR-10,torch.Size([2304]),86.72,89.78,94.53,89.99,93.03,94.0,74.49,88.9342857142857
deberta-base,CLS+MAX+SUM-NS_LYR-10,CLS+MAX+SUM-NS,LYR-10,torch.Size([2304]),87.43,90.41,94.63,89.8,92.42,95.0,71.54,88.74714285714286
deberta-base,CLS+MAX+MAX-NS_LYR-10,CLS+MAX+MAX-NS,LYR-10,torch.Size([2304]),84.21,82.2,92.84,89.17,90.94,93.4,73.39,86.59285714285714
deberta-base,CLS+AVG+AVG-NS_LYR-11,CLS+AVG+AVG-NS,LYR-11,torch.Size([2304]),86.51,88.82,94.71,89.36,92.92,91.2,75.42,88.41999999999999
deberta-base,CLS+AVG+SUM-NS_LYR-11,CLS+AVG+SUM-NS,LYR-11,torch.Size([2304]),87.91,89.94,95.08,89.33,92.42,94.6,64.64,87.70285714285714
deberta-base,CLS+AVG+MAX-NS_LYR-11,CLS+AVG+MAX-NS,LYR-11,torch.Size([2304]),86.44,88.71,94.25,89.28,93.36,90.6,72.7,87.9057142857143
deberta-base,CLS+SUM+AVG-NS_LYR-11,CLS+SUM+AVG-NS,LYR-11,torch.Size([2304]),87.53,89.8,95.25,89.46,92.37,94.8,70.61,88.54571428571428
deberta-base,CLS+SUM+SUM-NS_LYR-11,CLS+SUM+SUM-NS,LYR-11,torch.Size([2304]),87.41,90.28,95.18,89.19,92.37,94.6,69.86,88.41285714285713
deberta-base,CLS+SUM+MAX-NS_LYR-11,CLS+SUM+MAX-NS,LYR-11,torch.Size([2304]),87.5,89.85,94.91,89.23,92.7,94.6,70.96,88.53571428571429
deberta-base,CLS+MAX+AVG-NS_LYR-11,CLS+MAX+AVG-NS,LYR-11,torch.Size([2304]),85.93,88.63,94.26,89.31,93.3,90.8,73.91,88.02
deberta-base,CLS+MAX+SUM-NS_LYR-11,CLS+MAX+SUM-NS,LYR-11,torch.Size([2304]),87.36,88.95,95.08,89.11,92.64,95.0,69.16,88.18571428571428
deberta-base,CLS+MAX+MAX-NS_LYR-11,CLS+MAX+MAX-NS,LYR-11,torch.Size([2304]),81.85,71.55,91.68,88.33,89.73,88.0,73.86,83.57142857142857
deberta-base,CLS+AVG+AVG-NS_LYR-12,CLS+AVG+AVG-NS,LYR-12,torch.Size([2304]),84.15,85.67,93.59,87.76,91.38,85.6,70.03,85.4542857142857
deberta-base,CLS+AVG+SUM-NS_LYR-12,CLS+AVG+SUM-NS,LYR-12,torch.Size([2304]),84.35,85.32,93.57,87.19,90.99,90.8,67.36,85.65428571428572
deberta-base,CLS+AVG+MAX-NS_LYR-12,CLS+AVG+MAX-NS,LYR-12,torch.Size([2304]),83.97,80.82,92.16,86.71,91.43,85.8,68.0,84.12714285714286
deberta-base,CLS+SUM+AVG-NS_LYR-12,CLS+SUM+AVG-NS,LYR-12,torch.Size([2304]),83.58,84.0,93.92,87.73,91.05,90.8,67.3,85.48285714285714
deberta-base,CLS+SUM+SUM-NS_LYR-12,CLS+SUM+SUM-NS,LYR-12,torch.Size([2304]),82.17,84.45,93.46,87.36,90.39,88.6,70.49,85.27428571428571
deberta-base,CLS+SUM+MAX-NS_LYR-12,CLS+SUM+MAX-NS,LYR-12,torch.Size([2304]),83.57,83.89,93.83,87.37,91.1,90.4,67.25,85.3442857142857
deberta-base,CLS+MAX+AVG-NS_LYR-12,CLS+MAX+AVG-NS,LYR-12,torch.Size([2304]),83.46,82.07,92.59,86.73,91.49,87.8,66.49,84.37571428571428
deberta-base,CLS+MAX+SUM-NS_LYR-12,CLS+MAX+SUM-NS,LYR-12,torch.Size([2304]),84.56,85.19,93.87,86.56,91.16,90.0,67.42,85.53714285714285
deberta-base,CLS+MAX+MAX-NS_LYR-12,CLS+MAX+MAX-NS,LYR-12,torch.Size([2304]),78.8,68.21,89.48,84.24,86.22,83.4,68.35,79.81428571428572
deberta-base,CLS+AVG+AVG-NS_SUML4L,CLS+AVG+AVG-NS,SUML4L,torch.Size([2304]),87.4,89.98,95.26,90.49,92.59,95.8,75.94,89.63714285714286
deberta-base,CLS+AVG+SUM-NS_SUML4L,CLS+AVG+SUM-NS,SUML4L,torch.Size([2304]),84.77,89.14,94.26,89.37,91.71,95.6,68.64,87.64142857142858
deberta-base,CLS+AVG+MAX-NS_SUML4L,CLS+AVG+MAX-NS,SUML4L,torch.Size([2304]),86.54,88.9,94.7,90.14,92.53,94.6,70.84,88.32142857142857
deberta-base,CLS+SUM+AVG-NS_SUML4L,CLS+SUM+AVG-NS,SUML4L,torch.Size([2304]),84.67,89.22,94.44,89.89,91.16,95.2,72.12,88.10000000000001
deberta-base,CLS+SUM+SUM-NS_SUML4L,CLS+SUM+SUM-NS,SUML4L,torch.Size([2304]),84.23,89.22,94.43,89.2,91.71,95.2,69.1,87.58428571428571
deberta-base,CLS+SUM+MAX-NS_SUML4L,CLS+SUM+MAX-NS,SUML4L,torch.Size([2304]),84.19,88.37,94.51,89.38,91.21,94.6,71.94,87.74285714285715
deberta-base,CLS+MAX+AVG-NS_SUML4L,CLS+MAX+AVG-NS,SUML4L,torch.Size([2304]),86.67,88.85,94.49,90.23,92.37,94.4,67.54,87.79285714285713
deberta-base,CLS+MAX+SUM-NS_SUML4L,CLS+MAX+SUM-NS,SUML4L,torch.Size([2304]),84.63,89.14,94.53,89.57,91.16,94.0,67.48,87.21571428571428
deberta-base,CLS+MAX+MAX-NS_SUML4L,CLS+MAX+MAX-NS,SUML4L,torch.Size([2304]),83.21,80.43,92.69,88.86,89.73,91.0,67.77,84.81285714285715
deberta-base,CLS+AVG+AVG-NS_AVGL4L,CLS+AVG+AVG-NS,AVGL4L,torch.Size([2304]),86.49,89.14,94.76,89.78,92.37,92.8,75.54,88.69714285714284
deberta-base,CLS+AVG+SUM-NS_AVGL4L,CLS+AVG+SUM-NS,AVGL4L,torch.Size([2304]),86.73,88.98,95.03,89.55,92.59,96.0,68.29,88.16714285714285
deberta-base,CLS+AVG+MAX-NS_AVGL4L,CLS+AVG+MAX-NS,AVGL4L,torch.Size([2304]),85.99,88.05,93.78,89.47,92.42,92.2,73.74,87.95
deberta-base,CLS+SUM+AVG-NS_AVGL4L,CLS+SUM+AVG-NS,AVGL4L,torch.Size([2304]),86.99,89.46,95.53,89.88,92.48,95.4,72.75,88.92714285714285
deberta-base,CLS+SUM+SUM-NS_AVGL4L,CLS+SUM+SUM-NS,AVGL4L,torch.Size([2304]),86.47,89.88,95.07,89.53,91.87,95.4,72.29,88.6442857142857
deberta-base,CLS+SUM+MAX-NS_AVGL4L,CLS+SUM+MAX-NS,AVGL4L,torch.Size([2304]),86.99,90.17,95.09,89.65,91.98,95.0,71.83,88.67285714285715
deberta-base,CLS+MAX+AVG-NS_AVGL4L,CLS+MAX+AVG-NS,AVGL4L,torch.Size([2304]),86.19,88.21,94.16,89.55,92.53,91.6,72.81,87.86428571428571
deberta-base,CLS+MAX+SUM-NS_AVGL4L,CLS+MAX+SUM-NS,AVGL4L,torch.Size([2304]),87.17,89.67,95.03,89.64,91.98,95.0,68.58,88.15285714285714
deberta-base,CLS+MAX+MAX-NS_AVGL4L,CLS+MAX+MAX-NS,AVGL4L,torch.Size([2304]),83.17,75.89,92.35,88.47,90.5,90.6,74.14,85.01714285714286
deberta-base,CLS+AVG+AVG-NS_SUMALL,CLS+AVG+AVG-NS,SUMALL,torch.Size([2304]),86.0,88.95,96.06,90.81,91.32,95.6,74.9,89.09142857142857
deberta-base,CLS+AVG+SUM-NS_SUMALL,CLS+AVG+SUM-NS,SUMALL,torch.Size([2304]),81.6,86.99,94.19,89.21,90.01,92.4,67.77,86.02428571428571
deberta-base,CLS+AVG+MAX-NS_SUMALL,CLS+AVG+MAX-NS,SUMALL,torch.Size([2304]),83.83,86.52,94.3,90.18,92.2,91.6,69.39,86.86
deberta-base,CLS+SUM+AVG-NS_SUMALL,CLS+SUM+AVG-NS,SUMALL,torch.Size([2304]),81.99,86.22,94.34,88.95,90.83,94.2,69.04,86.50999999999999
deberta-base,CLS+SUM+SUM-NS_SUMALL,CLS+SUM+SUM-NS,SUMALL,torch.Size([2304]),82.0,87.57,94.08,88.63,90.39,91.8,70.61,86.43999999999998
deberta-base,CLS+SUM+MAX-NS_SUMALL,CLS+SUM+MAX-NS,SUMALL,torch.Size([2304]),81.87,86.33,94.36,88.98,90.12,95.0,69.62,86.61142857142859
deberta-base,CLS+MAX+AVG-NS_SUMALL,CLS+MAX+AVG-NS,SUMALL,torch.Size([2304]),84.06,86.75,94.27,89.75,91.76,95.0,69.04,87.23285714285713
deberta-base,CLS+MAX+SUM-NS_SUMALL,CLS+MAX+SUM-NS,SUMALL,torch.Size([2304]),81.68,87.55,94.08,88.91,90.17,90.8,67.94,85.8757142857143
deberta-base,CLS+MAX+MAX-NS_SUMALL,CLS+MAX+MAX-NS,SUMALL,torch.Size([2304]),78.7,69.06,92.06,89.33,87.86,90.6,69.16,82.39571428571428
deberta-base,CLS+AVG+AVG-NS_AVGALL,CLS+AVG+AVG-NS,AVGALL,torch.Size([2304]),84.84,87.76,94.72,90.98,91.65,93.4,77.04,88.62714285714286
deberta-base,CLS+AVG+SUM-NS_AVGALL,CLS+AVG+SUM-NS,AVGALL,torch.Size([2304]),85.75,89.32,95.46,90.64,91.6,95.2,72.87,88.69142857142857
deberta-base,CLS+AVG+MAX-NS_AVGALL,CLS+AVG+MAX-NS,AVGALL,torch.Size([2304]),83.64,85.51,93.88,90.41,91.43,94.0,74.26,87.58999999999999
deberta-base,CLS+SUM+AVG-NS_AVGALL,CLS+SUM+AVG-NS,AVGALL,torch.Size([2304]),85.82,87.57,95.86,90.71,91.6,95.2,72.41,88.45285714285714
deberta-base,CLS+SUM+SUM-NS_AVGALL,CLS+SUM+SUM-NS,AVGALL,torch.Size([2304]),85.14,89.01,95.51,90.23,90.88,95.8,71.71,88.3257142857143
deberta-base,CLS+SUM+MAX-NS_AVGALL,CLS+SUM+MAX-NS,AVGALL,torch.Size([2304]),85.43,88.39,95.76,90.25,90.94,95.8,72.99,88.50857142857141
deberta-base,CLS+MAX+AVG-NS_AVGALL,CLS+MAX+AVG-NS,AVGALL,torch.Size([2304]),83.41,85.16,94.19,90.37,91.43,94.4,73.91,87.55285714285715
deberta-base,CLS+MAX+SUM-NS_AVGALL,CLS+MAX+SUM-NS,AVGALL,torch.Size([2304]),85.26,89.24,95.2,90.28,91.65,94.2,72.99,88.40285714285714
deberta-base,CLS+MAX+MAX-NS_AVGALL,CLS+MAX+MAX-NS,AVGALL,torch.Size([2304]),80.12,74.99,92.01,89.92,87.86,92.2,73.8,84.41428571428571
allmpnet,CLS_LYR-7,CLS,LYR-7,torch.Size([768]),81.54,86.12,92.29,68.75,87.26,18.8,68.46,71.88857142857144
allmpnet,AVG_LYR-7,AVG,LYR-7,torch.Size([768]),84.52,89.56,94.22,89.54,90.83,90.4,71.54,87.22999999999999
allmpnet,SUM_LYR-7,SUM,LYR-7,torch.Size([768]),85.17,90.78,95.43,89.36,90.23,94.4,69.1,87.78142857142858
allmpnet,MAX_LYR-7,MAX,LYR-7,torch.Size([768]),81.12,85.17,92.39,88.6,88.69,82.4,72.87,84.46285714285715
allmpnet,AVG-NS_LYR-7,AVG-NS,LYR-7,torch.Size([768]),83.67,89.75,94.05,90.04,91.16,90.8,71.71,87.31142857142858
allmpnet,SUM-NS_LYR-7,SUM-NS,LYR-7,torch.Size([768]),85.22,90.49,95.28,89.35,90.61,94.8,65.33,87.29714285714286
allmpnet,MAX-NS_LYR-7,MAX-NS,LYR-7,torch.Size([768]),80.77,84.79,92.64,88.63,88.91,82.4,72.64,84.39714285714285
allmpnet,CLS+AVG_LYR-7,CLS+AVG,LYR-7,torch.Size([1536]),85.23,89.48,95.09,89.01,91.54,91.6,73.91,87.98
allmpnet,CLS+SUM_LYR-7,CLS+SUM,LYR-7,torch.Size([1536]),86.02,90.78,95.77,90.25,90.55,94.2,70.84,88.34428571428573
allmpnet,CLS+MAX_LYR-7,CLS+MAX,LYR-7,torch.Size([1536]),83.41,88.77,94.75,88.7,90.66,84.6,72.87,86.25142857142858
allmpnet,CLS+AVG-NS_LYR-7,CLS+AVG-NS,LYR-7,torch.Size([1536]),85.3,89.72,95.19,89.36,91.65,92.0,73.8,88.14571428571428
allmpnet,CLS+SUM-NS_LYR-7,CLS+SUM-NS,LYR-7,torch.Size([1536]),86.31,91.02,95.56,90.14,90.55,94.2,70.2,88.28285714285714
allmpnet,CLS+MAX-NS_LYR-7,CLS+MAX-NS,LYR-7,torch.Size([1536]),83.29,89.25,94.65,88.64,91.32,84.6,72.58,86.33285714285715
allmpnet,CLS+AVG+AVG-NS_LYR-7,CLS+AVG+AVG-NS,LYR-7,torch.Size([2304]),85.97,90.76,95.34,89.98,91.27,93.6,74.96,88.84000000000002
allmpnet,CLS+AVG+SUM-NS_LYR-7,CLS+AVG+SUM-NS,LYR-7,torch.Size([2304]),86.1,91.74,95.36,90.28,90.06,94.6,67.59,87.96142857142857
allmpnet,CLS+AVG+MAX-NS_LYR-7,CLS+AVG+MAX-NS,LYR-7,torch.Size([2304]),85.44,90.83,95.05,89.99,91.98,93.0,73.39,88.52571428571427
allmpnet,CLS+SUM+AVG-NS_LYR-7,CLS+SUM+AVG-NS,LYR-7,torch.Size([2304]),86.36,90.52,95.5,89.91,90.61,94.6,70.2,88.24285714285715
allmpnet,CLS+SUM+SUM-NS_LYR-7,CLS+SUM+SUM-NS,LYR-7,torch.Size([2304]),85.64,90.36,95.47,90.01,90.39,94.8,68.46,87.87571428571428
allmpnet,CLS+SUM+MAX-NS_LYR-7,CLS+SUM+MAX-NS,LYR-7,torch.Size([2304]),85.74,91.18,94.91,90.09,90.94,94.8,67.07,87.81857142857143
allmpnet,CLS+MAX+AVG-NS_LYR-7,CLS+MAX+AVG-NS,LYR-7,torch.Size([2304]),85.58,90.6,95.33,90.06,91.49,92.4,73.04,88.35714285714286
allmpnet,CLS+MAX+SUM-NS_LYR-7,CLS+MAX+SUM-NS,LYR-7,torch.Size([2304]),86.03,91.26,95.38,90.04,90.94,95.2,68.0,88.12142857142858
allmpnet,CLS+MAX+MAX-NS_LYR-7,CLS+MAX+MAX-NS,LYR-7,torch.Size([2304]),83.82,89.56,94.26,89.03,91.49,90.4,72.12,87.24
allmpnet,CLS_LYR-8,CLS,LYR-8,torch.Size([768]),81.86,84.61,91.28,68.77,87.86,44.2,66.72,75.04285714285713
allmpnet,AVG_LYR-8,AVG,LYR-8,torch.Size([768]),85.9,89.48,94.15,89.19,90.61,91.6,70.67,87.37142857142855
allmpnet,SUM_LYR-8,SUM,LYR-8,torch.Size([768]),85.24,90.99,95.09,89.6,90.77,94.6,70.32,88.08714285714284
allmpnet,MAX_LYR-8,MAX,LYR-8,torch.Size([768]),83.13,87.42,92.78,88.33,89.29,85.0,72.64,85.51285714285714
allmpnet,AVG-NS_LYR-8,AVG-NS,LYR-8,torch.Size([768]),85.99,89.19,94.33,89.52,90.88,92.2,70.96,87.58142857142857
allmpnet,SUM-NS_LYR-8,SUM-NS,LYR-8,torch.Size([768]),85.43,90.65,95.09,89.71,90.5,94.6,69.97,87.99285714285715
allmpnet,MAX-NS_LYR-8,MAX-NS,LYR-8,torch.Size([768]),83.54,87.36,92.55,88.3,89.35,84.8,72.7,85.51428571428572
allmpnet,CLS+AVG_LYR-8,CLS+AVG,LYR-8,torch.Size([1536]),85.96,89.27,95.02,88.98,91.82,92.4,70.61,87.72285714285715
allmpnet,CLS+SUM_LYR-8,CLS+SUM,LYR-8,torch.Size([1536]),85.72,90.76,95.13,89.89,90.61,93.2,70.09,87.91428571428573
allmpnet,CLS+MAX_LYR-8,CLS+MAX,LYR-8,torch.Size([1536]),84.7,88.37,94.57,88.55,90.66,84.0,71.3,86.02142857142857
allmpnet,CLS+AVG-NS_LYR-8,CLS+AVG-NS,LYR-8,torch.Size([1536]),86.2,89.96,95.04,89.5,91.87,90.6,70.43,87.65714285714284
allmpnet,CLS+SUM-NS_LYR-8,CLS+SUM-NS,LYR-8,torch.Size([1536]),85.82,90.3,94.99,90.0,91.1,93.2,70.32,87.96142857142857
allmpnet,CLS+MAX-NS_LYR-8,CLS+MAX-NS,LYR-8,torch.Size([1536]),84.64,88.05,94.51,88.55,90.61,84.0,73.16,86.21714285714286
allmpnet,CLS+AVG+AVG-NS_LYR-8,CLS+AVG+AVG-NS,LYR-8,torch.Size([2304]),86.09,90.78,95.4,90.13,91.93,94.8,73.74,88.98142857142857
allmpnet,CLS+AVG+SUM-NS_LYR-8,CLS+AVG+SUM-NS,LYR-8,torch.Size([2304]),85.94,90.25,95.53,89.93,90.99,95.0,70.14,88.25428571428573
allmpnet,CLS+AVG+MAX-NS_LYR-8,CLS+AVG+MAX-NS,LYR-8,torch.Size([2304]),85.33,90.15,95.07,89.9,91.27,92.6,72.64,88.13714285714286
